,Time Candle,Duration,Momentum Margin,Momentum Volume,Desired Profit,Stop Loss,Units,Open-close Difference,Order Type,Buy Wait Time,Sell Wait Time,Total Profit
395,14:20,15,3,1,1,3,1,15,Market,30,690,-34.0
396,14:20,15,3,1,1,3,50,3,Limit,30,690,-3203.0000000000655
397,14:20,15,3,1,1,3,50,3,Market,30,690,-3982.99999999972
398,14:20,15,3,1,1,3,50,15,Limit,30,690,-1373.0000000000473
399,14:20,15,3,1,1,3,50,15,Market,30,690,-2530.9999999998126
400,14:20,15,3,1,20,1,1,3,Limit,30,690,-174.0
401,14:20,15,3,1,20,1,1,3,Market,30,690,95.0
402,14:20,15,3,1,20,1,1,15,Limit,30,690,-106.0
403,14:20,15,3,1,20,1,1,15,Market,30,690,80.0
404,14:20,15,3,1,20,1,50,3,Limit,30,690,-10112.000000000035
405,14:20,15,3,1,20,1,50,3,Market,30,690,2.0000000002255547
406,14:20,15,3,1,20,1,50,15,Limit,30,690,-6395.000000000027
407,14:20,15,3,1,20,1,50,15,Market,30,690,3271.0000000001855
408,14:20,15,3,1,20,3,1,3,Limit,30,690,-591.0
409,14:20,15,3,1,20,3,1,3,Market,30,690,-145.0
410,14:20,15,3,1,20,3,1,15,Limit,30,690,-358.0
411,14:20,15,3,1,20,3,1,15,Market,30,690,-152.0
412,14:20,15,3,1,20,3,50,3,Limit,30,690,-23078.000000000022
413,14:20,15,3,1,20,3,50,3,Market,30,690,-1383.9999999997417
414,14:20,15,3,1,20,3,50,15,Limit,30,690,-10132.999999999993
415,14:20,15,3,1,20,3,50,15,Market,30,690,-422.9999999998654
416,14:20,15,3,3,1,1,1,3,Limit,30,690,-37.0
417,14:20,15,3,3,1,1,1,3,Market,30,690,-61.0
418,14:20,15,3,3,1,1,1,15,Limit,30,690,-13.0
419,14:20,15,3,3,1,1,1,15,Market,30,690,-36.0
420,14:20,15,3,3,1,1,50,3,Limit,30,690,-3171.000000000049
421,14:20,15,3,3,1,1,50,3,Market,30,690,-4184.9999999998545
422,14:20,15,3,3,1,1,50,15,Limit,30,690,-1533.0000000000382
423,14:20,15,3,3,1,1,50,15,Market,30,690,-2270.9999999999127
424,14:20,15,3,3,1,3,1,3,Limit,30,690,-41.0
425,14:20,15,3,3,1,3,1,3,Market,30,690,-63.0
426,14:20,15,3,3,1,3,1,15,Limit,30,690,-20.0
427,14:20,15,3,3,1,3,1,15,Market,30,690,-39.0
428,14:20,15,3,3,1,3,50,3,Limit,30,690,-3125.000000000091
429,14:20,15,3,3,1,3,50,3,Market,30,690,-4294.999999999891
430,14:20,15,3,3,1,3,50,15,Limit,30,690,-1453.0000000000655
431,14:20,15,3,3,1,3,50,15,Market,30,690,-2494.9999999999363
432,14:20,15,3,3,20,1,1,3,Limit,30,690,-194.0
433,14:20,15,3,3,20,1,1,3,Market,30,690,21.0
434,14:20,15,3,3,20,1,1,15,Limit,30,690,-128.0
435,14:20,15,3,3,20,1,1,15,Market,30,690,78.0
436,14:20,15,3,3,20,1,50,3,Limit,30,690,-10088.000000000102
437,14:20,15,3,3,20,1,50,3,Market,30,690,-609.9999999998545
438,14:20,15,3,3,20,1,50,15,Limit,30,690,-6462.00000000008
439,14:20,15,3,3,20,1,50,15,Market,30,690,2941.000000000122
440,14:20,15,3,3,20,3,1,3,Limit,30,690,-585.0
441,14:20,15,3,3,20,3,1,3,Market,30,690,-150.0
442,14:20,15,3,3,20,3,1,15,Limit,30,690,-354.0
443,14:20,15,3,3,20,3,1,15,Market,30,690,-150.0
444,14:20,15,3,3,20,3,50,3,Limit,30,690,-22800.000000000044
445,14:20,15,3,3,20,3,50,3,Market,30,690,-1801.9999999998163
446,14:20,15,3,3,20,3,50,15,Limit,30,690,-9946.000000000004
447,14:20,15,3,3,20,3,50,15,Market,30,690,-460.9999999999218
448,14:20,15,7,1,1,1,1,3,Limit,30,690,-22.0
449,14:20,15,7,1,1,1,1,3,Market,30,690,-50.0
450,14:20,15,7,1,1,1,1,15,Limit,30,690,-10.0
451,14:20,15,7,1,1,1,1,15,Market,30,690,-32.0
452,14:20,15,7,1,1,1,50,3,Limit,30,690,-2914.000000000078
453,14:20,15,7,1,1,1,50,3,Market,30,690,-3488.9999999999873
454,14:20,15,7,1,1,1,50,15,Limit,30,690,-1812.0000000000346
455,14:20,15,7,1,1,1,50,15,Market,30,690,-2188.9999999999873
456,14:20,15,7,1,1,3,1,3,Limit,30,690,-36.0
457,14:20,15,7,1,1,3,1,3,Market,30,690,-58.0
458,14:20,15,7,1,1,3,1,15,Limit,30,690,-22.0
459,14:20,15,7,1,1,3,1,15,Market,30,690,-39.0
460,14:20,15,7,1,1,3,50,3,Limit,30,690,-3325.0000000000455
461,14:20,15,7,1,1,3,50,3,Market,30,690,-3768.0000000000746
462,14:20,15,7,1,1,3,50,15,Limit,30,690,-1766.000000000031
463,14:20,15,7,1,1,3,50,15,Market,30,690,-2428.00000000002
464,14:20,15,7,1,20,1,1,3,Limit,30,690,-190.0
465,14:20,15,7,1,20,1,1,3,Market,30,690,60.0
466,14:20,15,7,1,20,1,1,15,Limit,30,690,-84.0
467,14:20,15,7,1,20,1,1,15,Market,30,690,118.0
468,14:20,15,7,1,20,1,50,3,Limit,30,690,-10791.999999999962
469,14:20,15,7,1,20,1,50,3,Market,30,690,1514.0000000001237
470,14:20,15,7,1,20,1,50,15,Limit,30,690,-4596.99999999998
471,14:20,15,7,1,20,1,50,15,Market,30,690,5156.0000000000855
472,14:20,15,7,1,20,3,1,3,Limit,30,690,-596.0
473,14:20,15,7,1,20,3,1,3,Market,30,690,-243.0
474,14:20,15,7,1,20,3,1,15,Limit,30,690,-359.0
475,14:20,15,7,1,20,3,1,15,Market,30,690,-235.0
476,14:20,15,7,1,20,3,50,3,Limit,30,690,-23359.000000000015
477,14:20,15,7,1,20,3,50,3,Market,30,690,-5679.999999999927
478,14:20,15,7,1,20,3,50,15,Limit,30,690,-10280.999999999995
479,14:20,15,7,1,20,3,50,15,Market,30,690,-4265.99999999994
480,14:20,15,7,3,1,1,1,3,Limit,30,690,-20.0
481,14:20,15,7,3,1,1,1,3,Market,30,690,-49.0
482,14:20,15,7,3,1,1,1,15,Limit,30,690,-9.0
483,14:20,15,7,3,1,1,1,15,Market,30,690,-31.0
484,14:20,15,7,3,1,1,50,3,Limit,30,690,-2333.000000000038
485,14:20,15,7,3,1,1,50,3,Market,30,690,-3533.000000000038
486,14:20,15,7,3,1,1,50,15,Limit,30,690,-1503.00000000002
487,14:20,15,7,3,1,1,50,15,Market,30,690,-1763.0000000000564
488,14:20,15,7,3,1,3,1,3,Limit,30,690,-34.0
489,14:20,15,7,3,1,3,1,3,Market,30,690,-54.0
490,14:20,15,7,3,1,3,1,15,Limit,30,690,-21.0
491,14:20,15,7,3,1,3,1,15,Market,30,690,-34.0
492,14:20,15,7,3,1,3,50,3,Limit,30,690,-2744.0000000000055
493,14:20,15,7,3,1,3,50,3,Market,30,690,-4127.000000000089
494,14:20,15,7,3,1,3,50,15,Limit,30,690,-1457.0000000000164
495,14:20,15,7,3,1,3,50,15,Market,30,690,-2179.0000000000873
496,14:20,15,7,3,20,1,1,3,Limit,30,690,-165.0
497,14:20,15,7,3,20,1,1,3,Market,30,690,85.0
498,14:20,15,7,3,20,1,1,15,Limit,30,690,-59.0
499,14:20,15,7,3,20,1,1,15,Market,30,690,140.0
500,14:20,15,7,3,20,1,50,3,Limit,30,690,-9875.999999999976
501,14:20,15,7,3,20,1,50,3,Market,30,690,631.0000000000855
502,14:20,15,7,3,20,1,50,15,Limit,30,690,-3682.9999999999927
503,14:20,15,7,3,20,1,50,15,Market,30,690,4199.000000000024
504,14:20,15,7,3,20,3,1,3,Limit,30,690,-237.0
505,14:20,15,7,3,20,3,1,3,Market,30,690,136.0
506,14:20,15,7,3,20,3,1,15,Limit,30,690,0.0
507,14:20,15,7,3,20,3,1,15,Market,30,690,140.0
508,14:20,15,7,3,20,3,50,3,Limit,30,690,-13078.00000000002
509,14:20,15,7,3,20,3,50,3,Market,30,690,5856.0000000000855
510,14:20,15,7,3,20,3,50,15,Limit,30,690,0.0
511,14:20,15,7,3,20,3,50,15,Market,30,690,7314.000000000033
