,Time Candle,Duration,Momentum Margin,Momentum Volume,Desired Profit,Stop Loss,Units,Open-close Difference,Order Type,Buy Wait Time,Sell Wait Time,Total Profit
356,14:20,5,7,3,1,1,50,3,Limit,30,690,-4413.999999999851
357,14:20,5,7,3,1,1,50,3,Market,30,690,-2804.9999999999727
358,14:20,5,7,3,1,1,50,15,Limit,30,690,-2017.9999999999382
359,14:20,5,7,3,1,1,50,15,Market,30,690,-1375.9999999999764
360,14:20,5,7,3,1,3,1,3,Limit,30,690,-71.0
361,14:20,5,7,3,1,3,1,3,Market,30,690,-57.0
362,14:20,5,7,3,1,3,1,15,Limit,30,690,-32.0
363,14:20,5,7,3,1,3,1,15,Market,30,690,-26.0
364,14:20,5,7,3,1,3,50,3,Limit,30,690,-4476.999999999953
365,14:20,5,7,3,1,3,50,3,Market,30,690,-2728.9999999999964
366,14:20,5,7,3,1,3,50,15,Limit,30,690,-1686.999999999989
367,14:20,5,7,3,1,3,50,15,Market,30,690,-1278.9999999999964
368,14:20,5,7,3,20,1,1,3,Limit,30,690,-271.0
369,14:20,5,7,3,20,1,1,3,Market,30,690,-178.0
370,14:20,5,7,3,20,1,1,15,Limit,30,690,-136.0
371,14:20,5,7,3,20,1,1,15,Market,30,690,-98.0
372,14:20,5,7,3,20,1,50,3,Limit,30,690,-15286.999999999944
373,14:20,5,7,3,20,1,50,3,Market,30,690,-7928.999999999905
374,14:20,5,7,3,20,1,50,15,Limit,30,690,-8436.999999999944
375,14:20,5,7,3,20,1,50,15,Market,30,690,-3431.9999999999254
376,14:20,5,7,3,20,3,1,3,Limit,30,690,-377.0
377,14:20,5,7,3,20,3,1,3,Market,30,690,-165.0
378,14:20,5,7,3,20,3,1,15,Limit,30,690,-5.0
379,14:20,5,7,3,20,3,1,15,Market,30,690,154.0
380,14:20,5,7,3,20,3,50,3,Limit,30,690,-17426.000000000022
381,14:20,5,7,3,20,3,50,3,Market,30,690,-7574.999999999864
382,14:20,5,7,3,20,3,50,15,Limit,30,690,1825.9999999999764
383,14:20,5,7,3,20,3,50,15,Market,30,690,8597.000000000071
384,14:20,15,3,1,1,1,1,3,Limit,30,690,-42.0
385,14:20,15,3,1,1,1,1,3,Market,30,690,-61.0
386,14:20,15,3,1,1,1,1,15,Limit,30,690,-16.0
387,14:20,15,3,1,1,1,1,15,Market,30,690,-35.0
388,14:20,15,3,1,1,1,50,3,Limit,30,690,-3324.0000000000236
389,14:20,15,3,1,1,1,50,3,Market,30,690,-3935.99999999974
390,14:20,15,3,1,1,1,50,15,Limit,30,690,-1530.0000000000182
391,14:20,15,3,1,1,1,50,15,Market,30,690,-2306.999999999789
392,14:20,15,3,1,1,3,1,3,Limit,30,690,-38.0
393,14:20,15,3,1,1,3,1,3,Market,30,690,-53.0
394,14:20,15,3,1,1,3,1,15,Limit,30,690,-13.0
